																						
	Gene	Non-unique Gene name	Annotation	No. isolates	No. sequences	Avg sequences per isolate	Genome Fragment	Order within Fragment	Accessory Fragment	Accessory Order with Fragment	QC	Min group size nuc	Max group size nuc	Avg group size nuc	A56AF	BASUSDA_45	CV1	CV8	Cv1	DSM26508	SAM215	UFO-VIO
	hylD		Secretion protein HylD	8	8	1	301	385				1292	1328	1296	PAGBNG_03403	EADAOE_02915	MJAKFC_02816	PIBFPJ_01084	MDFDNN_02969	BLLDNB_02783	KCCMJC_03491	HCOCDN_02451
	cynT		Carbonate dehydratase-like protein Rv1284	8	8	1	301	439				587	638	593	PAGBNG_03448	EADAOE_02873	MJAKFC_02577	PIBFPJ_01039	MDFDNN_03020	BLLDNB_02257	KCCMJC_03157	HCOCDN_02404
	group_2227	marR	MarR family transcriptional regulator	8	8	1	301	466				434	434	434	PAGBNG_03466	EADAOE_02853	MJAKFC_02595	PIBFPJ_01022	MDFDNN_03044	BLLDNB_02279	KCCMJC_03227	HCOCDN_02384
	Isochorismatase		Isochorismatase	8	8	1	301	467				572	572	572	PAGBNG_03467	EADAOE_02852	MJAKFC_02596	PIBFPJ_01021	MDFDNN_03045	BLLDNB_02280	KCCMJC_03226	HCOCDN_02383
	Protein-N p-phosphohistidine-sugar phosphotransferase		Protein-N p-phosphohistidine-sugar phosphotransferase	8	8	1	301	516				1571	1682	1668	PAGBNG_03497	EADAOE_02835	MJAKFC_02210	PIBFPJ_00992	MDFDNN_03062	BLLDNB_02295	KCCMJC_00430	HCOCDN_02368
	yckC		RDD domain-containing protein	8	8	1	301	540				521	521	521	PAGBNG_03519	EADAOE_02813	MJAKFC_02188	PIBFPJ_00970	MDFDNN_03083	BLLDNB_02316	KCCMJC_00408	HCOCDN_02346
	DUF3106 domain-containing protein		DUF3106 domain-containing protein	8	8	1	301	541				398	398	398	PAGBNG_03520	EADAOE_02812	MJAKFC_02187	PIBFPJ_00969	MDFDNN_03084	BLLDNB_02317	KCCMJC_00407	HCOCDN_02345
	leuA		2-isopropylmalate synthase	8	8	1	301	604				914	1787	1677	PAGBNG_03532	EADAOE_02796	MJAKFC_02179	PIBFPJ_00961	MDFDNN_03093	BLLDNB_02325	KCCMJC_00399	HCOCDN_02337
	coxB		cytochrome c oxidase subunit II	8	8	1	301	607				1079	1121	1089	PAGBNG_03536	EADAOE_02794	MJAKFC_02176	PIBFPJ_00958	MDFDNN_03095	BLLDNB_02328	KCCMJC_00396	HCOCDN_02334
	cytochrome c oxidase assembly protein		cytochrome c oxidase assembly protein	8	8	1	301	609				548	548	548	PAGBNG_03538	EADAOE_02792	MJAKFC_02174	PIBFPJ_00956	MDFDNN_03097	BLLDNB_02330	KCCMJC_00394	HCOCDN_02332
	heme o synthase		heme o synthase	8	8	1	301	616				710	899	875	PAGBNG_03545	EADAOE_02785	MJAKFC_02167	PIBFPJ_00949	MDFDNN_03104	BLLDNB_02337	KCCMJC_00387	HCOCDN_02325
	hisD		Histidinol dehydrogenase	8	8	1	301	620				1310	1310	1310	PAGBNG_03549	EADAOE_02781	MJAKFC_02163	PIBFPJ_00945	MDFDNN_03108	BLLDNB_02341	KCCMJC_00383	HCOCDN_02321
	hisH		imidazole glycerol phosphate synthase subunit HisH	8	8	1	301	624				638	638	638	PAGBNG_03553	EADAOE_02778	MJAKFC_02160	PIBFPJ_00942	MDFDNN_03111	BLLDNB_02344	KCCMJC_00380	HCOCDN_02317
	group_2244	Lipoprotein SmpA/OmlA domain-containing protein	Lipoprotein SmpA/OmlA domain-containing protein	8	8	1	301	644				350	407	399	PAGBNG_03569	EADAOE_02762	MJAKFC_02144	PIBFPJ_00926	MDFDNN_03128	BLLDNB_02362	KCCMJC_00364	HCOCDN_02301
	group_2247	BON domain-containing protein	BON domain-containing protein	8	8	1	301	129				587	587	587	PAGBNG_03584	EADAOE_02746	MJAKFC_03470	PIBFPJ_00910	MDFDNN_03139	BLLDNB_02390	KCCMJC_00336	HCOCDN_02285
	group_2248	Transporter	Transporter	8	8	1	301	131				980	986	981	PAGBNG_03586	EADAOE_02744	MJAKFC_03466	PIBFPJ_00906	MDFDNN_03141	BLLDNB_02392	KCCMJC_00334	HCOCDN_02283
	tsaA		tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	8	8	1	301	132				698	698	698	PAGBNG_03587	EADAOE_02743	MJAKFC_03465	PIBFPJ_00905	MDFDNN_03142	BLLDNB_02393	KCCMJC_00333	HCOCDN_02282
	odhB		2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	8	8	1	301	1276				917	1256	1171	PAGBNG_03682	EADAOE_00204	MJAKFC_00783	PIBFPJ_02063	MDFDNN_01894	BLLDNB_02179	KCCMJC_03242	HCOCDN_03460
	sucC		ADP-forming succinate--CoA ligase subunit beta	8	8	1	301	1273				1172	1172	1172	PAGBNG_03685	EADAOE_00207	MJAKFC_00780	PIBFPJ_02066	MDFDNN_01891	BLLDNB_02182	KCCMJC_03245	HCOCDN_03463
	Water stress and hypersensitive response domain-containing protein		Water stress and hypersensitive response domain-containing protein	8	8	1	301	1266				455	458	455	PAGBNG_03692	EADAOE_00215	MJAKFC_00772	PIBFPJ_02074	MDFDNN_01882	BLLDNB_02189	KCCMJC_03252	HCOCDN_03470
	iscX		Fe-S cluster assembly protein IscX	8	8	1	301	1261				194	194	194	PAGBNG_03696	EADAOE_00219	MJAKFC_00768	PIBFPJ_02078	MDFDNN_01877	BLLDNB_02193	KCCMJC_03256	HCOCDN_03474
	yigB		pyrimidine 5'-nucleotidase	8	8	1	301	5693				98	635	567	PAGBNG_03718	EADAOE_03598	MJAKFC_02484	PIBFPJ_01756	MDFDNN_02201	BLLDNB_01622	KCCMJC_03479	HCOCDN_03143
	DUF2164 domain-containing protein		DUF2164 domain-containing protein	8	8	1	301	5730				239	239	239	PAGBNG_03728	EADAOE_03587	MJAKFC_02474	PIBFPJ_01746	MDFDNN_02211	BLLDNB_01612	KCCMJC_03469	HCOCDN_03133
	C2H2-type domain-containing protein		C2H2-type domain-containing protein	8	8	1	301	5729				359	359	359	PAGBNG_03729	EADAOE_03586	MJAKFC_02473	PIBFPJ_01745	MDFDNN_02212	BLLDNB_01611	KCCMJC_03468	HCOCDN_03132
	group_2275	lysR	LysR family transcriptional regulator	8	8	1	301	5727				908	908	908	PAGBNG_03731	EADAOE_03584	MJAKFC_02471	PIBFPJ_01743	MDFDNN_02219	BLLDNB_01609	KCCMJC_03466	HCOCDN_03130
	group_2276	tonB	Energy transducer TonB	8	8	1	301	5726				281	539	313	PAGBNG_03732	EADAOE_03583	MJAKFC_02470	PIBFPJ_01742	MDFDNN_02220	BLLDNB_01608	KCCMJC_03465	HCOCDN_03129
	group_2277	rfaB	putative glycosyltransferase	8	8	1	301	5720				1229	1229	1229	PAGBNG_03736	EADAOE_03577	MJAKFC_02464	PIBFPJ_01736	MDFDNN_02229	BLLDNB_01603	KCCMJC_03459	HCOCDN_03123
	cysE		Acetyltransferase SA2342	8	8	1	301	5711				566	569	566	PAGBNG_03742	EADAOE_03571	MJAKFC_02458	PIBFPJ_01730	MDFDNN_02239	BLLDNB_01597	KCCMJC_03453	HCOCDN_03117
	ttcA		tRNA 2-thiocytidine(32) synthetase TtcA	8	8	1	301	2964				968	968	968	PAGBNG_03747	EADAOE_03566	MJAKFC_02453	PIBFPJ_01724	MDFDNN_02244	BLLDNB_01592	KCCMJC_03707	HCOCDN_03112
	group_2287	DUF1289 domain-containing protein	DUF1289 domain-containing protein	8	8	1	301	1449				332	353	339	PAGBNG_03769	EADAOE_00562	MJAKFC_03304	PIBFPJ_02344	MDFDNN_01447	BLLDNB_02857	KCCMJC_02694	HCOCDN_03928
	trimeric intracellular cation channel family protein		trimeric intracellular cation channel family protein	8	8	1	301	1436				611	638	631	PAGBNG_03781	EADAOE_00573	MJAKFC_03292	PIBFPJ_02356	MDFDNN_01434	BLLDNB_02847	KCCMJC_02684	HCOCDN_03940
	murB		UDP-N-acetylmuramate dehydrogenase	8	8	1	301	1429				1025	1025	1025	PAGBNG_03788	EADAOE_00580	MJAKFC_03285	PIBFPJ_02363	MDFDNN_01427	BLLDNB_02840	KCCMJC_02677	HCOCDN_03947
	kdpC		potassium-transporting ATPase subunit KdpC	8	8	1	301	1420				578	578	578	PAGBNG_03793	EADAOE_00585	MJAKFC_00224	PIBFPJ_02374	MDFDNN_01423	BLLDNB_02835	KCCMJC_02666	HCOCDN_03952
	group_2293	N-acetyltransferase domain-containing protein	N-acetyltransferase domain-containing protein	8	8	1	301	1411				476	482	481	PAGBNG_03801	EADAOE_00593	MJAKFC_00233	PIBFPJ_02382	MDFDNN_01416	BLLDNB_02826	KCCMJC_02658	HCOCDN_03960
	mltB		lytic murein transglycosylase B	8	8	1	301	1405				1040	1097	1047	PAGBNG_03807	EADAOE_00599	MJAKFC_00239	PIBFPJ_02388	MDFDNN_01408	BLLDNB_02820	KCCMJC_02652	HCOCDN_03966
	nit1		NAD+ synthase	8	8	1	301	1399				1577	1592	1590	PAGBNG_03813	EADAOE_00607	MJAKFC_00245	PIBFPJ_02394	MDFDNN_01401	BLLDNB_02814	KCCMJC_03185	HCOCDN_03972
	acrB		Efflux pump membrane transporter BepE	8	8	1	301	1388				2684	3062	3014	PAGBNG_03823	EADAOE_00617	MJAKFC_00254	PIBFPJ_02404	MDFDNN_01391	BLLDNB_02804	KCCMJC_03176	HCOCDN_03984
	rsmD		16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	8	8	1	301	3036				554	560	554	PAGBNG_03920	EADAOE_03493	MJAKFC_00005	PIBFPJ_01652	MDFDNN_02317	BLLDNB_01519	KCCMJC_02995	HCOCDN_03041
	ftsY		signal recognition particle-docking protein FtsY	8	8	1	301	3035				782	1142	1097	PAGBNG_03921	EADAOE_03492	MJAKFC_00006	PIBFPJ_01651	MDFDNN_02318	BLLDNB_01518	KCCMJC_02994	HCOCDN_03040
	ruvA		Holliday junction branch migration protein RuvA	8	8	1	301	3019				593	650	600	PAGBNG_03935	EADAOE_03478	MJAKFC_00020	PIBFPJ_01637	MDFDNN_02333	BLLDNB_01504	KCCMJC_02980	HCOCDN_03025
	ruvC		crossover junction endodeoxyribonuclease RuvC	8	8	1	301	3018				152	530	482	PAGBNG_03936	EADAOE_03477	MJAKFC_00021	PIBFPJ_01636	MDFDNN_04470	BLLDNB_01503	KCCMJC_02979	HCOCDN_03024
	murU		N-acetylmuramate alpha-1-phosphate uridylyltransferase MurU	8	8	1	301	3017				698	698	698	PAGBNG_03937	EADAOE_03476	MJAKFC_00022	PIBFPJ_01635	MDFDNN_02335	BLLDNB_01502	KCCMJC_02978	HCOCDN_03023
	amgK		N-acetylmuramate/N-acetylglucosamine kinase AmgK	8	8	1	301	3016				1034	1034	1034	PAGBNG_03938	EADAOE_03475	MJAKFC_00023	PIBFPJ_01634	MDFDNN_02336	BLLDNB_01501	KCCMJC_02977	HCOCDN_03022
	group_2307	TPM domain-containing protein	TPM domain-containing protein	8	8	1	301	3012				503	503	503	PAGBNG_03942	EADAOE_03471	MJAKFC_00027	PIBFPJ_01630	MDFDNN_02340	BLLDNB_01497	KCCMJC_02973	HCOCDN_03018
	cutA		Divalent-cation tolerance protein CutA	8	8	1	301	2990				320	320	320	PAGBNG_03966	EADAOE_03447	MJAKFC_00051	PIBFPJ_01606	MDFDNN_02368	BLLDNB_00642	KCCMJC_03366	HCOCDN_02994
	vacJ		VacJ	8	8	1	301	2985				377	377	377	PAGBNG_03971	EADAOE_03442	MJAKFC_00056	PIBFPJ_01601	MDFDNN_02373	BLLDNB_00647	KCCMJC_03361	HCOCDN_02989
	atoC		Alginate biosynthesis transcriptional regulatory protein AlgB	8	8	1	301	3761				611	1268	1185	PAGBNG_03976	EADAOE_03438	MJAKFC_00061	PIBFPJ_01597	MDFDNN_02380	BLLDNB_00652	KCCMJC_03356	HCOCDN_02985
	fmt		methionyl-tRNA formyltransferase	8	8	1	301	3766				923	923	923	PAGBNG_03981	EADAOE_03433	MJAKFC_00066	PIBFPJ_01592	MDFDNN_02386	BLLDNB_00657	KCCMJC_03351	HCOCDN_02980
	dprA		DNA-processing protein DprA	8	8	1	301	3769				1079	1079	1079	PAGBNG_03984	EADAOE_03430	MJAKFC_00069	PIBFPJ_01589	MDFDNN_02389	BLLDNB_00660	KCCMJC_03348	HCOCDN_02977
	gshB		glutathione synthase	8	8	1	301	3775				944	944	944	PAGBNG_03990	EADAOE_03424	MJAKFC_00075	PIBFPJ_01583	MDFDNN_02395	BLLDNB_00666	KCCMJC_03342	HCOCDN_02971
	DUF2087 domain-containing protein		DUF2087 domain-containing protein	8	8	1	301	3779				527	527	527	PAGBNG_03994	EADAOE_03420	MJAKFC_00079	PIBFPJ_01579	MDFDNN_02399	BLLDNB_00670	KCCMJC_03338	HCOCDN_02967
	Metallophosphatase		Metallophosphatase	8	8	1	301	3781				2051	2051	2051	PAGBNG_03996	EADAOE_03418	MJAKFC_00081	PIBFPJ_01577	MDFDNN_02401	BLLDNB_00672	KCCMJC_03336	HCOCDN_02965
	Lysozyme inhibitor LprI-like N-terminal domain-containing protein		Lysozyme inhibitor LprI-like N-terminal domain-containing protein	8	8	1	301	3787				407	407	407	PAGBNG_04001	EADAOE_03413	MJAKFC_00086	PIBFPJ_01572	MDFDNN_02406	BLLDNB_00677	KCCMJC_03685	HCOCDN_02960
	Small-conductance mechanosensitive channel		Small-conductance mechanosensitive channel	8	8	1	301	3788				338	1592	1435	PAGBNG_04002	EADAOE_03412	MJAKFC_00087	PIBFPJ_01571	MDFDNN_02408	BLLDNB_00678	KCCMJC_03684	HCOCDN_02959
	ltaE		low-specificity L-threonine aldolase	8	8	1	301	3805				1028	1028	1028	PAGBNG_04024	EADAOE_03396	MJAKFC_00103	PIBFPJ_01555	MDFDNN_02434	BLLDNB_00694	KCCMJC_02183	HCOCDN_02943
	group_2320	araJ	Multidrug transporter MdfA	8	8	1	301	3813				425	1256	1152	PAGBNG_04031	EADAOE_03389	MJAKFC_00110	PIBFPJ_01548	MDFDNN_02442	BLLDNB_00701	KCCMJC_02190	HCOCDN_02936
	AMP-dependent synthetase		AMP-dependent synthetase	8	8	1	301	3816				551	1262	1173	PAGBNG_04034	EADAOE_03386	MJAKFC_00113	PIBFPJ_01545	MDFDNN_02445	BLLDNB_00704	KCCMJC_02193	HCOCDN_02933
	putative 2-phosphosulfolactate phosphatase		putative 2-phosphosulfolactate phosphatase	8	8	1	301	3819				710	710	710	PAGBNG_04037	EADAOE_03383	MJAKFC_00116	PIBFPJ_01542	MDFDNN_02448	BLLDNB_00707	KCCMJC_02196	HCOCDN_02930
	oppB		oligopeptide ABC transporter permease OppB	8	8	1	301	3827				179	920	827	PAGBNG_04041	EADAOE_03379	MJAKFC_00120	PIBFPJ_01538	MDFDNN_02452	BLLDNB_00711	KCCMJC_02200	HCOCDN_02926
	NRDE family protein		NRDE family protein	8	8	1	301	3833				203	845	764	PAGBNG_04045	EADAOE_03375	MJAKFC_00124	PIBFPJ_01534	MDFDNN_02461	BLLDNB_00715	KCCMJC_02204	HCOCDN_02922
	Restriction endonuclease		Restriction endonuclease	8	8	1	301	3835				605	674	613	PAGBNG_04047	EADAOE_03373	MJAKFC_00126	PIBFPJ_01532	MDFDNN_02464	BLLDNB_00717	KCCMJC_02206	HCOCDN_02920
	group_2329	DUF2909 domain-containing protein	DUF2909 domain-containing protein	8	8	1	301	3837				182	182	182	PAGBNG_04049	EADAOE_03371	MJAKFC_00128	PIBFPJ_01530	MDFDNN_02465	BLLDNB_00719	KCCMJC_02208	HCOCDN_02918
	DUF3833 domain-containing protein		DUF3833 domain-containing protein	8	8	1	301	183				533	533	533	PAGBNG_00032	EADAOE_02706	MJAKFC_03015	PIBFPJ_00867	MDFDNN_04255	BLLDNB_02430	KCCMJC_00295	HCOCDN_02236
	murE		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	8	8	1	301	3849				1481	1481	1481	PAGBNG_04061	EADAOE_03359	MJAKFC_00140	PIBFPJ_01518	MDFDNN_02482	BLLDNB_00731	KCCMJC_02220	HCOCDN_02906
	ftsL		cell division protein FtsL	8	8	1	301	3851				272	272	272	PAGBNG_04063	EADAOE_03357	MJAKFC_00142	PIBFPJ_01516	MDFDNN_02484	BLLDNB_00733	KCCMJC_02222	HCOCDN_02904
	group_2332	dinB	DNA polymerase IV	8	8	1	301	3862				1139	1319	1161	PAGBNG_04074	EADAOE_03346	MJAKFC_00153	PIBFPJ_01505	MDFDNN_02495	BLLDNB_00745	KCCMJC_02233	HCOCDN_02893
	group_2333	Transporter	Transporter	8	8	1	301	3866				797	1313	1248	PAGBNG_04078	EADAOE_03342	MJAKFC_00157	PIBFPJ_01501	MDFDNN_02499	BLLDNB_00749	KCCMJC_02237	HCOCDN_02889
	group_2334	Patatin	Patatin	8	8	1	301	3871				764	875	861	PAGBNG_04083	EADAOE_03337	MJAKFC_00162	PIBFPJ_01496	MDFDNN_02504	BLLDNB_00754	KCCMJC_01209	HCOCDN_02884
	group_2335	Diguanylate cyclase	Diguanylate cyclase	8	8	1	301	3876				2531	2843	2804	PAGBNG_04088	EADAOE_03332	MJAKFC_00167	PIBFPJ_01491	MDFDNN_02509	BLLDNB_00759	KCCMJC_01214	HCOCDN_02879
	2-methylisocitrate lyase		2-methylisocitrate lyase	8	8	1	301	3924				836	836	836	PAGBNG_04102	EADAOE_03318	MJAKFC_00181	PIBFPJ_01477	MDFDNN_02521	BLLDNB_00773	KCCMJC_01228	HCOCDN_02865
	Signal transduction histidine kinase internal region domain-containing protein		Signal transduction histidine kinase internal region domain-containing protein	8	8	1	301	3914				965	977	974	PAGBNG_04112	EADAOE_03308	MJAKFC_00191	PIBFPJ_01467	MDFDNN_02643	BLLDNB_00783	KCCMJC_01238	HCOCDN_02855
	YeeE/YedE		YeeE/YedE	8	8	1	301	4058				428	428	428	PAGBNG_04130	EADAOE_03284	MJAKFC_00215	PIBFPJ_01449	MDFDNN_02622	BLLDNB_00801	KCCMJC_01260	HCOCDN_02837
	dinB		Damage-inducible protein DinB	8	8	1	301	69				143	533	464	PAGBNG_00037	EADAOE_02701	MJAKFC_03010	PIBFPJ_00862	MDFDNN_03179	BLLDNB_02436	KCCMJC_00290	HCOCDN_02231
	Effector protein		Effector protein	8	8	1	301	4065				458	461	460	PAGBNG_04136	EADAOE_03290	MJAKFC_03525	PIBFPJ_01443	MDFDNN_02616	BLLDNB_00807	KCCMJC_01266	HCOCDN_02831
	yidC		membrane protein insertase YidC	8	8	1	301	4036				1634	1634	1634	PAGBNG_04142	EADAOE_03274	MJAKFC_03537	PIBFPJ_01437	MDFDNN_02525	BLLDNB_00814	KCCMJC_01284	HCOCDN_02825
	rnpA		ribonuclease P protein component	8	8	1	301	4033				263	362	275	PAGBNG_04144	EADAOE_03272	MJAKFC_03539	PIBFPJ_01435	MDFDNN_02527	BLLDNB_00816	KCCMJC_01286	HCOCDN_02823
	xth		exodeoxyribonuclease III	8	8	1	301	2488				773	773	773	PAGBNG_04212	EADAOE_02579	MJAKFC_02362	PIBFPJ_00724	MDFDNN_03323	BLLDNB_02588	KCCMJC_03392	HCOCDN_02082
	group_2345	Response regulator	Response regulator	8	8	1	301	2494				440	662	634	PAGBNG_04218	EADAOE_02574	MJAKFC_02368	PIBFPJ_00718	MDFDNN_03328	BLLDNB_02594	KCCMJC_03694	HCOCDN_02076
	Di-heme enzyme		Di-heme enzyme	8	8	1	301	2500				1124	1127	1124	PAGBNG_04222	EADAOE_02571	MJAKFC_02372	PIBFPJ_00714	MDFDNN_03331	BLLDNB_02598	KCCMJC_03698	HCOCDN_02072
	Cupin type-2 domain-containing protein		Cupin type-2 domain-containing protein	8	8	1	301	2513				512	512	512	PAGBNG_04232	EADAOE_02561	MJAKFC_02382	PIBFPJ_00704	MDFDNN_03346	BLLDNB_02609	KCCMJC_03194	HCOCDN_02062
	group_2348	gstA	Glutathione S-transferase family protein	8	8	1	301	2515				623	623	623	PAGBNG_04234	EADAOE_02559	MJAKFC_02384	PIBFPJ_00702	MDFDNN_03348	BLLDNB_02611	KCCMJC_03196	HCOCDN_02060
	dctM		TRAP transporter small permease protein	8	8	1	301	2527				590	590	590	PAGBNG_04246	EADAOE_02547	MJAKFC_02396	PIBFPJ_00690	MDFDNN_03360	BLLDNB_02623	KCCMJC_03208	HCOCDN_02048
	DUF3025 domain-containing protein		DUF3025 domain-containing protein	8	8	1	301	811				611	803	779	PAGBNG_00106	EADAOE_02631	MJAKFC_01707	PIBFPJ_00794	MDFDNN_03271	BLLDNB_02528	KCCMJC_02573	HCOCDN_02142
	dctP		C4-dicarboxylate ABC transporter	8	8	1	301	2528				1004	1004	1004	PAGBNG_04247	EADAOE_02546	MJAKFC_02397	PIBFPJ_00689	MDFDNN_03361	BLLDNB_02624	KCCMJC_03209	HCOCDN_02047
	DUF2875 domain-containing protein		DUF2875 domain-containing protein	8	8	1	301	1962				1436	1436	1436	PAGBNG_04274	EADAOE_02521	MJAKFC_03508	PIBFPJ_01891	MDFDNN_02063	BLLDNB_02768	KCCMJC_03410	HCOCDN_02015
	VIT family protein		VIT family protein	8	8	1	301	1965				647	695	689	PAGBNG_04277	EADAOE_02518	MJAKFC_03511	PIBFPJ_01894	MDFDNN_02060	BLLDNB_02765	KCCMJC_03407	HCOCDN_02012
	cysS		cysteine--tRNA ligase	8	8	1	301	2093				410	1379	1256	PAGBNG_04287	EADAOE_02507	MJAKFC_03521	PIBFPJ_01904	MDFDNN_03397	BLLDNB_02757	KCCMJC_03397	HCOCDN_02002
	Copper-binding protein		Copper-binding protein	8	8	1	301	2071				581	581	581	PAGBNG_04292	EADAOE_02973	MJAKFC_03632	PIBFPJ_01142	MDFDNN_02901	BLLDNB_03710	KCCMJC_02899	HCOCDN_02509
	group_2360	Baseplate protein	Baseplate protein	8	8	1	301	2054				434	1163	1071	PAGBNG_04308	EADAOE_02957	MJAKFC_03648	PIBFPJ_01126	MDFDNN_05244	BLLDNB_03726	KCCMJC_02915	HCOCDN_02493
	Agmatine deiminase		Agmatine deiminase	8	8	1	301	986				323	1172	1065	PAGBNG_00155	EADAOE_03865	MJAKFC_01911	PIBFPJ_02270	MDFDNN_01537	BLLDNB_02948	KCCMJC_02049	HCOCDN_03819
	peptidylprolyl isomerase		peptidylprolyl isomerase	8	8	1	301	4850				365	791	737	PAGBNG_04377	EADAOE_04013	MJAKFC_03764	PIBFPJ_03067	MDFDNN_04777	BLLDNB_00994	KCCMJC_01010	HCOCDN_00683
	Type I secretion system permease/ATPase		Type I secretion system permease/ATPase	8	8	1	301	4851				380	2189	1962	PAGBNG_04378	EADAOE_04012	MJAKFC_03765	PIBFPJ_03066	MDFDNN_04444	BLLDNB_00995	KCCMJC_01009	HCOCDN_00684
	Membrane fusion protein (MFP) family protein		Membrane fusion protein (MFP) family protein	8	8	1	301	4860				1328	1400	1391	PAGBNG_04379	EADAOE_04011	MJAKFC_03766	PIBFPJ_03065	MDFDNN_04445	BLLDNB_00996	KCCMJC_01008	HCOCDN_00685
	cysQ		3'(2'),5'-bisphosphate nucleotidase CysQ	8	8	1	301	1445				737	740	739	PAGBNG_03773	EADAOE_00566	MJAKFC_03300	PIBFPJ_02348	MDFDNN_01443	BLLDNB_02853	KCCMJC_02690	HCOCDN_03932
	ygiQ		YgiQ family radical SAM protein	8	8	1	301	7281				362	2267	2027	PAGBNG_02461	EADAOE_00719	MJAKFC_01315	PIBFPJ_02675	MDFDNN_04517	BLLDNB_03773	KCCMJC_00243	HCOCDN_01265
	group_2391	histidine kinase	histidine kinase	8	8	1	301	7084				2261	3914	3700	PAGBNG_02327	EADAOE_00853	MJAKFC_03721	PIBFPJ_02809	MDFDNN_01083	BLLDNB_03172	KCCMJC_03113	HCOCDN_01083
	group_2411	lysR	LysR family transcriptional regulator	8	8	1	301	6282				743	926	891	PAGBNG_00581	EADAOE_01530	MJAKFC_00453	PIBFPJ_03581	MDFDNN_00254	BLLDNB_00289	KCCMJC_01188	HCOCDN_00249
	Carboxy-terminal processing protease		Carboxy-terminal processing protease	8	8	1	301	6823				1415	1430	1424	PAGBNG_02607	EADAOE_01868	MJAKFC_02770	PIBFPJ_02529	MDFDNN_04143	BLLDNB_01169	KCCMJC_00098	HCOCDN_01414
	rnr		ribonuclease R	8	8	1	301	3370				2777	2861	2849	PAGBNG_01004	EADAOE_02008	MJAKFC_03933	PIBFPJ_00139	MDFDNN_03979	BLLDNB_00005	KCCMJC_03857	HCOCDN_01586
	nrdG		anaerobic ribonucleoside-triphosphate reductase activating protein	8	8	1	301	5324				446	446	446	PAGBNG_00294	EADAOE_01024	MJAKFC_00659	PIBFPJ_03206	MDFDNN_00616	BLLDNB_00488	KCCMJC_00688	HCOCDN_00497
	pilC		Fimbrial assembly transmembrane protein	8	8	1	301	1879				206	1223	1095	PAGBNG_01301	EADAOE_02419	MJAKFC_00945	PIBFPJ_00545	MDFDNN_03540	BLLDNB_01434	KCCMJC_00919	HCOCDN_01908
	spsE		putative spore coat polysaccharide biosynthesis protein E	8	8	1	301	1751				1487	1493	1487	PAGBNG_01346	EADAOE_02464	MJAKFC_02094	PIBFPJ_00642	MDFDNN_03453	BLLDNB_03434	KCCMJC_02720	HCOCDN_01954
	Tetratricopeptide repeat protein		Tetratricopeptide repeat protein	8	8	1	301	6288				773	959	914	PAGBNG_00586	EADAOE_01535	MJAKFC_00448	PIBFPJ_03586	MDFDNN_04769	BLLDNB_00294	KCCMJC_01193	HCOCDN_00244
	Uracil-DNA glycosylase		Uracil-DNA glycosylase	8	8	1	301	5209				584	590	588	PAGBNG_02857	EADAOE_03930	MJAKFC_01133	PIBFPJ_02964	MDFDNN_00758	BLLDNB_03402	KCCMJC_00522	HCOCDN_00791
	Flagellin		Flagellin	8	8	1	301	6337				161	1154	915	PAGBNG_00630	EADAOE_01580	MJAKFC_01775	PIBFPJ_03631	MDFDNN_00185	BLLDNB_00338	KCCMJC_01577	HCOCDN_00198
	paaJ		Acetyl-CoA C-acetyltransferase	8	8	1	301	4976				752	1187	1130	PAGBNG_00403	EADAOE_01405	MJAKFC_00720	PIBFPJ_03266	MDFDNN_00944	BLLDNB_00425	KCCMJC_02477	HCOCDN_00436
	cfa		cyclopropane fatty acyl phospholipid synthase	8	8	1	301	2224				233	1166	1040	PAGBNG_00913	EADAOE_00116	MJAKFC_00887	PIBFPJ_01963	MDFDNN_01992	BLLDNB_02678	KCCMJC_01451	HCOCDN_03313
	Cytochrome C		Cytochrome C	8	8	1	301	6400				395	443	437	PAGBNG_00682	EADAOE_01632	MJAKFC_01829	PIBFPJ_03683	MDFDNN_00126	BLLDNB_00390	KCCMJC_01525	HCOCDN_00146
	group_2510	lysR	LysR family transcriptional regulator	8	8	1	301	3367				911	917	912	PAGBNG_01010	EADAOE_00374	MJAKFC_02668	PIBFPJ_02157	MDFDNN_01710	BLLDNB_00010	KCCMJC_03775	HCOCDN_01592
	recB		exodeoxyribonuclease V subunit beta	8	8	1	301	5666				2138	3566	3383	PAGBNG_01882	EADAOE_03619	MJAKFC_02261	PIBFPJ_01778	MDFDNN_02179	BLLDNB_02725	KCCMJC_01873	HCOCDN_03173
	protein-tyrosine-phosphatase		protein-tyrosine-phosphatase	8	8	1	301	6471				272	404	378	PAGBNG_00751	EADAOE_01700	MJAKFC_00387	PIBFPJ_03752	MDFDNN_00047	BLLDNB_00887	KCCMJC_02396	HCOCDN_00074
	group_2580	MBL fold metallo-hydrolase	MBL fold metallo-hydrolase	8	8	1	301	5180				746	935	903	PAGBNG_02883	EADAOE_03953	MJAKFC_01110	PIBFPJ_02938	MDFDNN_00781	BLLDNB_03376	KCCMJC_00499	HCOCDN_00818
