																					
	query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
	HCOCDN_03261	285514.JNWO01000006_gene1686	1.71e-52	180.0	COG1082@1|root,COG1082@2|Bacteria,2IED6@201174|Actinobacteria	201174|Actinobacteria	G	Xylose isomerase-like TIM barrel	-	-	5.1.3.35	ko:K19974	ko00525,ko01130,map00525,map01130	M00814	R11081	RC01519	ko00000,ko00001,ko00002,ko01000	-	-	-	AP_endonuc_2
	HCOCDN_03279	243365.CV_0939	1.7e-143	408.0	COG0149@1|root,COG0149@2|Bacteria,1MWK5@1224|Proteobacteria,2VIRP@28216|Betaproteobacteria,2KQM9@206351|Neisseriales	206351|Neisseriales	G	Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P)	tpiA	-	5.3.1.1	ko:K01803	ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003	R01015	RC00423	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	TIM
	HCOCDN_03314	243365.CV_0979	0.0	983.0	COG1263@1|root,COG1264@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,1MY1V@1224|Proteobacteria,2VMK3@28216|Betaproteobacteria,2KSKC@206351|Neisseriales	206351|Neisseriales	G	Phosphotransferase system, EIIC	-	-	2.7.1.199	ko:K02778,ko:K02779	ko00010,ko00520,ko02060,ko05111,map00010,map00520,map02060,map05111	M00265	R02738	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.1.1	-	-	PTS_EIIB,PTS_EIIC
	HCOCDN_03315	243365.CV_0980	0.0	1467.0	COG1080@1|root,COG2190@1|root,COG1080@2|Bacteria,COG2190@2|Bacteria,1MUT8@1224|Proteobacteria,2VJ9V@28216|Betaproteobacteria,2KSCR@206351|Neisseriales	206351|Neisseriales	G	ORF located using Glimmer GeneMark Blastx COG1925 TC 8.A.7.1.1	-	-	-	ko:K11189	-	-	-	-	ko00000,ko02000	4.A.2.1	-	-	PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C,PTS-HPr,PTS_EIIA_1
	HCOCDN_03500	243365.CV_1109	9.98e-192	534.0	COG0395@1|root,COG0395@2|Bacteria,1REG1@1224|Proteobacteria,2VNIN@28216|Betaproteobacteria,2KSNR@206351|Neisseriales	206351|Neisseriales	G	Inward rectifier potassium channel	-	-	-	ko:K08715	-	-	-	-	ko00000,ko02000	1.A.2.2	-	-	IRK
	HCOCDN_03565	243365.CV_2309	3.89e-210	585.0	COG1299@1|root,COG1299@2|Bacteria,1MXFN@1224|Proteobacteria,2VK5D@28216|Betaproteobacteria,2KSKJ@206351|Neisseriales	2|Bacteria	G	PTS system, fructose subfamily, IIC subunit	fruA-1	-	2.7.1.202	ko:K02768,ko:K02769,ko:K02770,ko:K11203	ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060	M00273,M00306	R03232	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.2.1	-	-	PTS_EIIA_2,PTS_EIIC,PTS_IIB
	HCOCDN_03566	243365.CV_2310	6.28e-57	177.0	COG1445@1|root,COG1445@2|Bacteria,1N1D8@1224|Proteobacteria	1224|Proteobacteria	G	PFAM phosphotransferase system PTS fructose-specific IIB subunit	-	-	2.7.1.202	ko:K02769,ko:K11202	ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060	M00273,M00306	R03232	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.2.1	-	-	PTS_IIB
	HCOCDN_03567	243365.CV_2311	0.0	1246.0	COG1080@1|root,COG1762@1|root,COG1925@1|root,COG1080@2|Bacteria,COG1762@2|Bacteria,COG1925@2|Bacteria,1MUT8@1224|Proteobacteria,2VJ9V@28216|Betaproteobacteria,2KSCR@206351|Neisseriales	28216|Betaproteobacteria	G	ORF located using Glimmer GeneMark Blastx COG1925 TC 8.A.7.1.1	-	-	2.7.3.9	ko:K08483,ko:K11183,ko:K11189,ko:K11201	ko02060,map02060	M00306	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.2.1,8.A.7	-	-	PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C,PTS-HPr
	HCOCDN_03568	243365.CV_2312	3.29e-227	632.0	COG1482@1|root,COG1482@2|Bacteria,1MUD8@1224|Proteobacteria	1224|Proteobacteria	G	Belongs to the mannose-6-phosphate isomerase type 1 family	manA	-	5.3.1.8,5.4.2.8	ko:K01809,ko:K01840	ko00051,ko00520,ko01100,ko01110,ko01130,map00051,map00520,map01100,map01110,map01130	M00114	R01818,R01819	RC00376,RC00408	ko00000,ko00001,ko00002,ko01000	-	-	-	PMI_typeI
	HCOCDN_03592	243365.CV_3582	1.67e-104	302.0	COG1047@1|root,COG1047@2|Bacteria,1RD35@1224|Proteobacteria,2VQA2@28216|Betaproteobacteria,2KQVZ@206351|Neisseriales	206351|Neisseriales	G	Psort location Cytoplasmic, score	slyD	-	5.2.1.8	ko:K03775	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	FKBP_C
	HCOCDN_03811	243365.CV_1440	2.33e-241	672.0	COG3469@1|root,COG3979@1|root,COG3469@2|Bacteria,COG3979@2|Bacteria,1R5T0@1224|Proteobacteria,2VZDM@28216|Betaproteobacteria,2KT3Q@206351|Neisseriales	206351|Neisseriales	G	Chitin-binding domain type 3	-	-	3.2.1.14	ko:K01183	ko00520,ko01100,map00520,map01100	-	R01206,R02334	RC00467	ko00000,ko00001,ko01000	-	GH18	-	CBM_5_12,Glyco_hydro_18
	HCOCDN_03866	243365.CV_1493	0.0	1475.0	COG3525@1|root,COG3525@2|Bacteria,1MVDE@1224|Proteobacteria,2VKN9@28216|Betaproteobacteria,2KS9G@206351|Neisseriales	206351|Neisseriales	G	Glycosyl hydrolase family 20, catalytic domain	-	-	3.2.1.52	ko:K12373	ko00511,ko00513,ko00520,ko00531,ko00603,ko00604,ko01100,ko04142,map00511,map00513,map00520,map00531,map00603,map00604,map01100,map04142	M00079	R00022,R06004,R11316	RC00049	ko00000,ko00001,ko00002,ko01000,ko03110	-	GH20	-	CHB_HEX,CHB_HEX_C,Glyco_hydro_20,Glyco_hydro_20b
	HCOCDN_03873	748280.NH8B_2422	4.45e-104	301.0	COG1047@1|root,COG1047@2|Bacteria,1RD35@1224|Proteobacteria,2VQA2@28216|Betaproteobacteria,2KSD8@206351|Neisseriales	206351|Neisseriales	G	Peptidyl-prolyl cis-trans isomerase	-	-	5.2.1.8	ko:K03775	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	-
	HCOCDN_03919	1285583.CCASEI_11735	1.11e-31	118.0	COG0662@1|root,COG0662@2|Bacteria,2GSNK@201174|Actinobacteria	201174|Actinobacteria	G	Lipocalin-like domain	-	-	-	-	-	-	-	-	-	-	-	-	Lipocalin_5
	HCOCDN_03258	285514.JNWO01000006_gene1687	7.71e-79	264.0	COG1063@1|root,COG1940@1|root,COG1063@2|Bacteria,COG1940@2|Bacteria,2I4CD@201174|Actinobacteria	201174|Actinobacteria	GK	transcriptional regulator sugar kinase	-	-	2.7.1.188	ko:K19979	ko00525,ko01130,map00525,map01130	M00814	R11185	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	ADH_N,ROK
	HCOCDN_00071	243365.CV_3150	1.41e-125	363.0	COG0491@1|root,COG0491@2|Bacteria	2|Bacteria	GM	Thiolesterase that catalyzes the hydrolysis of S-D- lactoyl-glutathione to form glutathione and D-lactic acid	MA20_39390	-	3.5.2.6	ko:K17837	ko01501,map01501	-	R06363	RC01499	ko00000,ko00001,ko01000	-	-	-	Lactamase_B
	HCOCDN_00176	243365.CV_3038	4.89e-238	654.0	COG0451@1|root,COG0451@2|Bacteria,1MVE4@1224|Proteobacteria,2VH69@28216|Betaproteobacteria,2KQFM@206351|Neisseriales	206351|Neisseriales	GM	Catalyzes the interconversion between ADP-D-glycero- beta-D-manno-heptose and ADP-L-glycero-beta-D-manno-heptose via an epimerization at carbon 6 of the heptose	rfaD	-	5.1.3.20	ko:K03274	ko00540,ko01100,map00540,map01100	M00064	R05176	RC01291	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Epimerase
	HCOCDN_00483	243365.CV_2033	4.31e-171	483.0	COG0702@1|root,COG0702@2|Bacteria,1MW54@1224|Proteobacteria,2VIBZ@28216|Betaproteobacteria,2KQ29@206351|Neisseriales	206351|Neisseriales	GM	NAD dependent epimerase dehydratase family protein	-	-	1.6.5.3,1.6.99.3	ko:K00329,ko:K00356	ko00190,map00190	-	R11945	RC00061	ko00000,ko00001,ko01000	-	-	-	Epimerase,NAD_binding_10,RmlD_sub_bind
	HCOCDN_01866	243365.CV_3785	3.36e-163	463.0	COG0451@1|root,COG0451@2|Bacteria,1MWVJ@1224|Proteobacteria,2VJ3T@28216|Betaproteobacteria,2KQYQ@206351|Neisseriales	206351|Neisseriales	GM	Nad-dependent epimerase dehydratase	-	-	-	-	-	-	-	-	-	-	-	-	Epimerase,NAD_binding_10
	HCOCDN_01948	243365.CV_3884	1,00E-181	513.0	COG0451@1|root,COG0451@2|Bacteria,1NYJW@1224|Proteobacteria,2VPBE@28216|Betaproteobacteria	28216|Betaproteobacteria	GM	3-beta hydroxysteroid dehydrogenase/isomerase family	-	-	4.2.1.46,5.1.3.2	ko:K01710,ko:K01784	ko00052,ko00520,ko00521,ko00523,ko00525,ko01055,ko01100,ko01130,map00052,map00520,map00521,map00523,map00525,map01055,map01100,map01130	M00361,M00362,M00632,M00793	R00291,R02984,R06513	RC00289,RC00402	ko00000,ko00001,ko00002,ko01000	-	-	-	Epimerase
	HCOCDN_02194	243365.CV_0747	2.81e-260	712.0	COG0451@1|root,COG0451@2|Bacteria,1MXKV@1224|Proteobacteria,2VJV2@28216|Betaproteobacteria,2KSJ3@206351|Neisseriales	206351|Neisseriales	GM	NAD(P)H-binding	-	-	-	-	-	-	-	-	-	-	-	-	Epimerase
	HCOCDN_02551	1217718.ALOU01000066_gene1895	6.02e-106	322.0	COG0451@1|root,COG0451@2|Bacteria	2|Bacteria	GM	ADP-glyceromanno-heptose 6-epimerase activity	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_6,NAD_binding_4
	HCOCDN_03128	243365.CV_4115	0.0	1165.0	COG1086@1|root,COG1086@2|Bacteria,1MWKY@1224|Proteobacteria,2VHGF@28216|Betaproteobacteria,2KQN0@206351|Neisseriales	206351|Neisseriales	GM	Polysaccharide biosynthesis protein	-	-	-	-	-	-	-	-	-	-	-	-	CoA_binding_3,Polysacc_synt_2
	HCOCDN_03220	290317.Cpha266_2616	1.4e-112	335.0	COG0451@1|root,COG0451@2|Bacteria	2|Bacteria	GM	ADP-glyceromanno-heptose 6-epimerase activity	wbpV	-	5.1.3.2	ko:K01784	ko00052,ko00520,ko01100,map00052,map00520,map01100	M00361,M00362,M00632	R00291,R02984	RC00289	ko00000,ko00001,ko00002,ko01000	-	-	-	Epimerase
	HCOCDN_03221	314287.GB2207_06039	4.69e-219	612.0	COG1086@1|root,COG1086@2|Bacteria,1MWKY@1224|Proteobacteria,1RYF4@1236|Gammaproteobacteria,1J8MZ@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	GM	Polysaccharide biosynthesis protein	-	-	-	-	-	-	-	-	-	-	-	-	Polysacc_synt_2
	HCOCDN_00016	243365.CV_3199	5.76e-128	364.0	COG0521@1|root,COG0521@2|Bacteria,1R9W2@1224|Proteobacteria,2VH28@28216|Betaproteobacteria,2KQS9@206351|Neisseriales	206351|Neisseriales	H	Probable molybdopterin binding domain	mog	-	2.7.7.75	ko:K03638,ko:K03831	ko00790,ko01100,ko04122,map00790,map01100,map04122	-	R09726	RC00002	ko00000,ko00001,ko01000	-	-	-	MoCF_biosynth
	HCOCDN_00111	243365.CV_3103	5.06e-96	285.0	COG1207@1|root,COG1207@2|Bacteria,1RD3B@1224|Proteobacteria,2W3EZ@28216|Betaproteobacteria	28216|Betaproteobacteria	H	Bacterial transferase hexapeptide (six repeats)	-	-	-	-	-	-	-	-	-	-	-	-	-
	HCOCDN_00117	243365.CV_3097	3.4e-229	630.0	COG0320@1|root,COG0320@2|Bacteria,1MVRD@1224|Proteobacteria,2VIFE@28216|Betaproteobacteria,2KPHP@206351|Neisseriales	206351|Neisseriales	H	Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives	lipA	-	2.8.1.8	ko:K03644	ko00785,ko01100,map00785,map01100	-	R07767,R07768	RC01978	ko00000,ko00001,ko01000	-	-	-	LIAS_N,Radical_SAM
	HCOCDN_00118	243365.CV_3096	8.08e-140	395.0	COG0321@1|root,COG0321@2|Bacteria,1MU6A@1224|Proteobacteria,2VQ1Y@28216|Betaproteobacteria,2KQEE@206351|Neisseriales	206351|Neisseriales	H	Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate	lipB	-	2.3.1.181	ko:K03801	ko00785,ko01100,map00785,map01100	-	R07766,R07769	RC00039,RC00992,RC02867	ko00000,ko00001,ko01000	-	-	-	BPL_LplA_LipB
	HCOCDN_00136	243365.CV_3080	2.33e-264	726.0	COG0452@1|root,COG0452@2|Bacteria,1MVQP@1224|Proteobacteria,2VI4X@28216|Betaproteobacteria,2KPP0@206351|Neisseriales	206351|Neisseriales	H	Catalyzes two steps in the biosynthesis of coenzyme A. In the first step cysteine is conjugated to 4'-phosphopantothenate to form 4-phosphopantothenoylcysteine, in the latter compound is decarboxylated to form 4'-phosphopantotheine	coaBC	-	4.1.1.36,6.3.2.5	ko:K13038	ko00770,ko01100,map00770,map01100	M00120	R03269,R04231	RC00064,RC00090,RC00822	ko00000,ko00001,ko00002,ko01000	-	-	-	DFP,Flavoprotein
	HCOCDN_00161	243365.CV_3053	2.91e-165	469.0	COG1105@1|root,COG1105@2|Bacteria,1MVNW@1224|Proteobacteria,2VPIP@28216|Betaproteobacteria,2KSUT@206351|Neisseriales	206351|Neisseriales	H	Belongs to the carbohydrate kinase PfkB family	-	-	2.7.1.56	ko:K00882	ko00051,map00051	-	R02071	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
	HCOCDN_00189	243365.CV_3020	2.44e-176	495.0	COG0524@1|root,COG0524@2|Bacteria,1MV5B@1224|Proteobacteria,2VR36@28216|Betaproteobacteria,2KQIP@206351|Neisseriales	206351|Neisseriales	H	Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium. The resulting D-ribose-5- phosphate can then be used either for sythesis of nucleotides, histidine, and tryptophan, or as a component of the pentose phosphate pathway	rbsK	-	2.7.1.15	ko:K00852	ko00030,map00030	-	R01051,R02750	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
	HCOCDN_00238	243365.CV_2977	7.43e-208	585.0	COG1232@1|root,COG1232@2|Bacteria,1NQUH@1224|Proteobacteria,2VJV1@28216|Betaproteobacteria,2KPMF@206351|Neisseriales	206351|Neisseriales	H	squalene-associated FAD-dependent desaturase	hpnE	-	-	-	-	-	-	-	-	-	-	-	Amino_oxidase
	HCOCDN_00292	243365.CV_2904	2.93e-259	712.0	COG2170@1|root,COG2170@2|Bacteria,1MX4N@1224|Proteobacteria,2VK27@28216|Betaproteobacteria,2KQP0@206351|Neisseriales	206351|Neisseriales	H	ATP-dependent carboxylate-amine ligase which exhibits weak glutamate--cysteine ligase activity	-	-	-	ko:K06048	-	-	-	-	ko00000,ko01000	-	-	-	GCS2
	HCOCDN_00359	243365.CV_1932	0.0	885.0	COG2265@1|root,COG2265@2|Bacteria,1MV3A@1224|Proteobacteria,2VHJ8@28216|Betaproteobacteria,2KQR1@206351|Neisseriales	206351|Neisseriales	H	Catalyzes the formation of 5-methyl-uridine at position 1939 (m5U1939) in 23S rRNA	rumA	-	2.1.1.190	ko:K03215	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	TRAM,tRNA_U5-meth_tr
	HCOCDN_00377	243365.CV_2876	0.0	1162.0	COG1166@1|root,COG1166@2|Bacteria,1MU80@1224|Proteobacteria,2VNM0@28216|Betaproteobacteria,2KQ3V@206351|Neisseriales	206351|Neisseriales	H	Catalyzes the biosynthesis of agmatine from arginine	speA	-	4.1.1.19	ko:K01585	ko00330,ko01100,map00330,map01100	M00133	R00566	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	-	Orn_Arg_deC_N
	HCOCDN_00384	243365.CV_2819	5.97e-277	763.0	COG0001@1|root,COG0001@2|Bacteria,1MUY5@1224|Proteobacteria,2VJSW@28216|Betaproteobacteria,2KSE6@206351|Neisseriales	206351|Neisseriales	H	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	-	-	5.4.3.8	ko:K01845	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R02272	RC00677	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_3
	HCOCDN_00411	243365.CV_2784	0.0	885.0	COG0065@1|root,COG0065@2|Bacteria,1MVYR@1224|Proteobacteria,2VHSH@28216|Betaproteobacteria,2KPJM@206351|Neisseriales	206351|Neisseriales	H	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate	leuC	-	4.2.1.33,4.2.1.35	ko:K01703	ko00290,ko00660,ko00966,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map00966,map01100,map01110,map01210,map01230	M00432,M00535	R03896,R03898,R03968,R04001,R08620,R08624,R08628,R08634,R08641,R08645,R10170	RC00497,RC00976,RC00977,RC01041,RC01046,RC03072	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Aconitase
	HCOCDN_00443	243365.CV_2095	0.0	1591.0	COG1391@1|root,COG1391@2|Bacteria,1MU4I@1224|Proteobacteria,2VH5B@28216|Betaproteobacteria,2KQ5Z@206351|Neisseriales	206351|Neisseriales	H	Involved in the regulation of glutamine synthetase GlnA, a key enzyme in the process to assimilate ammonia. When cellular nitrogen levels are high, the C-terminal adenylyl transferase (AT) inactivates GlnA by covalent transfer of an adenylyl group from ATP to specific tyrosine residue of GlnA, thus reducing its activity. Conversely, when nitrogen levels are low, the N-terminal adenylyl removase (AR) activates GlnA by removing the adenylyl group by phosphorolysis, increasing its activity. The regulatory region of GlnE binds the signal transduction protein PII (GlnB) which indicates the nitrogen status of the cell	glnE	-	2.7.7.42,2.7.7.89	ko:K00982	-	-	-	-	ko00000,ko01000	-	-	-	GlnD_UR_UTase,GlnE
	HCOCDN_00476	243365.CV_2025	0.0	908.0	COG0161@1|root,COG0161@2|Bacteria,1MU2N@1224|Proteobacteria,2VHST@28216|Betaproteobacteria,2KPIH@206351|Neisseriales	206351|Neisseriales	H	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	-	-	2.6.1.113	ko:K12256	ko00330,ko01100,map00330,map01100	-	R08714	RC00008,RC00062	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_3
	HCOCDN_00506	243365.CV_2200	2.06e-157	444.0	COG0020@1|root,COG0020@2|Bacteria,1MVP1@1224|Proteobacteria,2VH2E@28216|Betaproteobacteria,2KPFY@206351|Neisseriales	206351|Neisseriales	H	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids	uppS	-	2.5.1.31	ko:K00806	ko00900,ko01110,map00900,map01110	-	R06447	RC00279,RC02839	ko00000,ko00001,ko01000,ko01006	-	-	-	Prenyltransf
	HCOCDN_00547	243365.CV_2533	1.79e-74	227.0	COG1763@1|root,COG1763@2|Bacteria,1RD3Q@1224|Proteobacteria,2VSIP@28216|Betaproteobacteria,2KRMH@206351|Neisseriales	206351|Neisseriales	H	Molybdopterin-guanine dinucleotide biosynthesis protein B	mobB	-	-	ko:K03753	-	-	-	-	ko00000	-	-	-	MobB
	HCOCDN_00585	243365.CV_2518	8.7e-279	765.0	COG0285@1|root,COG0285@2|Bacteria,1MVCH@1224|Proteobacteria,2VI0H@28216|Betaproteobacteria,2KPZV@206351|Neisseriales	206351|Neisseriales	H	folylpolyglutamate synthase dihydrofolate synthase	folC	-	6.3.2.12,6.3.2.17	ko:K11754	ko00790,ko01100,map00790,map01100	M00126,M00841	R00942,R02237,R04241	RC00064,RC00090,RC00162	ko00000,ko00001,ko00002,ko01000	-	-	-	Mur_ligase_C,Mur_ligase_M
	HCOCDN_00619	243365.CV_2307	1.12e-305	838.0	COG2895@1|root,COG2895@2|Bacteria,1MUD9@1224|Proteobacteria,2VHYV@28216|Betaproteobacteria,2KQCP@206351|Neisseriales	206351|Neisseriales	H	Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. CysN NodQ subfamily	cysN	-	2.7.7.4	ko:K00956	ko00230,ko00261,ko00450,ko00920,ko01100,ko01120,ko01130,map00230,map00261,map00450,map00920,map01100,map01120,map01130	M00176,M00596	R00529,R04929	RC02809,RC02889	ko00000,ko00001,ko00002,ko01000	-	-	-	GTP_EFTU
	HCOCDN_00620	243365.CV_2306	3.66e-225	620.0	COG0175@1|root,COG0175@2|Bacteria,1MUCZ@1224|Proteobacteria,2VJH9@28216|Betaproteobacteria,2KQN4@206351|Neisseriales	206351|Neisseriales	H	Sulfate adenylyltransferase	cysD	-	2.7.7.4	ko:K00957	ko00230,ko00261,ko00450,ko00920,ko01100,ko01120,ko01130,map00230,map00261,map00450,map00920,map01100,map01120,map01130	M00176,M00596	R00529,R04929	RC02809,RC02889	ko00000,ko00001,ko00002,ko01000	-	-	-	PAPS_reduct
	HCOCDN_00624	243365.CV_2691	2.1e-194	541.0	COG0142@1|root,COG0142@2|Bacteria,1MWNG@1224|Proteobacteria,2VHQV@28216|Betaproteobacteria,2KQ21@206351|Neisseriales	206351|Neisseriales	H	Belongs to the FPP GGPP synthase family	ispA	-	2.5.1.1,2.5.1.10	ko:K00795	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00364	R01658,R02003	RC00279	ko00000,ko00001,ko00002,ko01000,ko01006	-	-	-	polyprenyl_synt
	HCOCDN_00625	243365.CV_2692	0.0	1145.0	COG1154@1|root,COG1154@2|Bacteria,1MUSJ@1224|Proteobacteria,2VHXG@28216|Betaproteobacteria,2KPGU@206351|Neisseriales	206351|Neisseriales	H	Catalyzes the acyloin condensation reaction between C atoms 2 and 3 of pyruvate and glyceraldehyde 3-phosphate to yield 1-deoxy-D-xylulose-5-phosphate (DXP)	dxs	-	2.2.1.7	ko:K01662	ko00730,ko00900,ko01100,ko01110,ko01130,map00730,map00900,map01100,map01110,map01130	M00096	R05636	RC00032	ko00000,ko00001,ko00002,ko01000	-	-	-	DXP_synthase_N,Transket_pyr,Transketolase_C
	HCOCDN_00639	243365.CV_3218	5,00E-183	514.0	COG0009@1|root,COG0009@2|Bacteria,1MVPM@1224|Proteobacteria,2VIFT@28216|Betaproteobacteria,2KQUM@206351|Neisseriales	206351|Neisseriales	H	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine	-	-	2.7.7.87	ko:K07566	-	-	R10463	RC00745	ko00000,ko01000,ko03009,ko03016	-	-	-	SUA5,Sua5_yciO_yrdC
	HCOCDN_00743	243365.CV_2480	1.47e-245	676.0	COG0276@1|root,COG0276@2|Bacteria,1MVR1@1224|Proteobacteria,2VH7Z@28216|Betaproteobacteria,2KPE7@206351|Neisseriales	206351|Neisseriales	H	Catalyzes the ferrous insertion into protoporphyrin IX	hemH	-	4.99.1.1,4.99.1.9	ko:K01772	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R00310,R11329	RC01012	ko00000,ko00001,ko00002,ko01000	-	-	-	Ferrochelatase
	HCOCDN_00758	243365.CV_2392	2.38e-179	504.0	COG0611@1|root,COG0611@2|Bacteria,1MU9X@1224|Proteobacteria,2VI0Q@28216|Betaproteobacteria,2KPUT@206351|Neisseriales	206351|Neisseriales	H	Catalyzes the ATP-dependent phosphorylation of thiamine- monophosphate (TMP) to form thiamine-pyrophosphate (TPP), the active form of vitamin B1	thiL	-	2.7.4.16	ko:K00946	ko00730,ko01100,map00730,map01100	M00127	R00617	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	AIRS,AIRS_C
	HCOCDN_00760	243365.CV_2390	1.01e-94	277.0	COG0054@1|root,COG0054@2|Bacteria,1RD9J@1224|Proteobacteria,2VQGE@28216|Betaproteobacteria,2KR6G@206351|Neisseriales	206351|Neisseriales	H	Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin	ribH	-	2.5.1.78	ko:K00794	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R04457	RC00960	ko00000,ko00001,ko00002,ko01000	-	-	-	DMRL_synthase
	HCOCDN_00761	243365.CV_2389	8.47e-246	677.0	COG0108@1|root,COG0807@1|root,COG0108@2|Bacteria,COG0807@2|Bacteria,1MU8P@1224|Proteobacteria,2VH6S@28216|Betaproteobacteria,2KPYM@206351|Neisseriales	206351|Neisseriales	H	Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate	ribB	-	3.5.4.25,4.1.99.12	ko:K14652	ko00740,ko00790,ko01100,ko01110,map00740,map00790,map01100,map01110	M00125,M00840	R00425,R07281	RC00293,RC01792,RC01815,RC02504	ko00000,ko00001,ko00002,ko01000	-	-	-	DHBP_synthase,GTP_cyclohydro2
	HCOCDN_00763	243365.CV_2387	1.75e-133	379.0	COG0307@1|root,COG0307@2|Bacteria,1MUMB@1224|Proteobacteria,2VIU0@28216|Betaproteobacteria,2KPCI@206351|Neisseriales	206351|Neisseriales	H	riboflavin synthase, alpha	ribE	-	2.5.1.9	ko:K00793	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R00066	RC00958,RC00960	ko00000,ko00001,ko00002,ko01000	-	-	-	Lum_binding
	HCOCDN_00783	243365.CV_2366	1.76e-68	207.0	COG2154@1|root,COG2154@2|Bacteria,1MZ5Q@1224|Proteobacteria,2VVZF@28216|Betaproteobacteria,2KU3I@206351|Neisseriales	206351|Neisseriales	H	pterin-4-alpha-carbinolamine dehydratase	-	-	4.2.1.96	ko:K01724	ko00790,map00790	-	R04734	RC01208	ko00000,ko00001,ko01000,ko04147	-	-	-	Pterin_4a
	HCOCDN_00789	243365.CV_2361	3.42e-142	404.0	COG0302@1|root,COG0302@2|Bacteria,1MY3N@1224|Proteobacteria,2VH10@28216|Betaproteobacteria,2KSSX@206351|Neisseriales	206351|Neisseriales	H	GTP cyclohydrolase I	-	-	3.5.4.16	ko:K01495	ko00790,ko01100,map00790,map01100	M00126,M00841,M00842,M00843	R00428,R04639,R05046,R05048	RC00263,RC00294,RC00323,RC00945,RC01188	ko00000,ko00001,ko00002,ko01000	-	-	-	GTP_cyclohydroI
